z,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR,D_L,D_L MAX,D_L MIN,SD,cz
0.2986,0.7701,40.6539,0.2729,1351.3878,1532.3452,1191.8001,170.2726,89517.8912
0.2989,0.7699,40.9195,0.2551,1527.2144,1717.5524,1357.9695,179.7915,89607.8288
0.2993,0.7696,41.0113,0.3417,1593.1622,1864.6452,1361.2058,251.7197,89727.7456
0.2995,0.7696,41.0213,0.196,1600.5159,1751.6858,1462.392,144.6469,89787.704
0.2995,0.7695,40.7335,0.1865,1401.845,1527.5407,1286.4923,120.5242,89787.704
0.3002,0.7691,40.9837,0.1982,1573.0408,1723.3425,1435.8478,143.7474,89997.5584
0.3003,0.7691,40.8795,0.2472,1499.3396,1680.1095,1338.0194,171.0451,90027.5376
0.3009,0.7687,41.1729,0.2947,1716.2478,1965.736,1498.4243,233.6559,90207.4128
0.3014,0.7684,40.8585,0.1917,1484.9095,1621.961,1359.4386,131.2612,90357.3088
0.3015,0.7683,41.1086,0.206,1666.1726,1832.0157,1515.3425,158.3366,90387.288
0.3025,0.7677,40.8894,0.2248,1506.1908,1670.4366,1358.0945,156.171,90687.08
0.303,0.7674,40.8204,0.2747,1459.083,1655.8485,1285.6993,185.0746,90836.976
0.3035,0.7672,40.9204,0.1425,1527.8475,1631.4892,1430.7897,100.3498,90986.872
0.3037,0.7671,41.0778,0.1975,1642.7066,1799.141,1499.8741,149.6335,91046.8304
0.304,0.7668,40.719,0.2221,1392.5154,1542.4745,1257.1352,142.6696,91136.768
0.3041,0.7668,40.7052,0.1825,1383.6938,1505.0239,1272.145,116.4395,91166.7472
0.3048,0.7664,41.0411,0.2428,1615.1765,1806.2606,1444.3073,180.9766,91376.6016
0.3049,0.7664,40.9018,0.1401,1514.8164,1615.7829,1420.1591,97.8119,91406.5808
0.3053,0.7661,40.5924,0.3067,1313.651,1512.9417,1140.6116,186.165,91526.4976
0.3054,0.7661,40.9054,0.1338,1517.3298,1613.7929,1426.6328,93.5801,91556.4768
0.3055,0.766,41.0041,0.2262,1587.8885,1762.2398,1430.787,165.7264,91586.456
0.3058,0.7658,40.9451,0.1655,1545.3256,1667.7026,1431.9287,117.8869,91676.3936
0.3065,0.7654,40.8959,0.2016,1510.7062,1657.6506,1376.7878,140.4314,91886.248
0.3068,0.7652,41.16,0.2391,1706.0824,1904.6667,1528.2028,188.232,91976.1856
0.3069,0.7652,40.9573,0.1501,1554.0322,1665.2199,1450.2685,107.4757,92006.1648
0.3082,0.7644,41.2018,0.1397,1739.2419,1854.7706,1630.9093,111.9307,92395.8944
0.3083,0.7643,40.9533,0.2541,1551.1722,1743.7049,1379.898,181.9035,92425.8736
0.3088,0.7641,40.9954,0.1524,1581.5393,1696.5373,1474.3364,111.1004,92575.7696
0.3092,0.7638,41.046,0.2506,1618.8254,1816.8865,1442.3551,187.2657,92695.6864
0.3094,0.7637,40.9757,0.2704,1567.2562,1775.0713,1383.7709,195.6502,92755.6448
0.3095,0.7637,41.0177,0.3004,1597.8647,1834.9566,1391.4071,221.7748,92785.624
0.3096,0.7636,40.72,0.2572,1393.1568,1568.3226,1237.5553,165.3837,92815.6032
0.3105,0.7631,40.6197,0.3364,1330.2706,1553.1886,1139.3464,206.9211,93085.416
0.3106,0.763,40.9962,0.2214,1582.1221,1751.9359,1428.7683,161.5838,93115.3952
0.3109,0.7628,41.046,0.1826,1618.8254,1760.8712,1488.238,136.3166,93205.3328
0.3114,0.7625,41.0123,0.1417,1593.8961,1701.4093,1493.1767,104.1163,93355.2288
0.3118,0.7623,41.0377,0.2109,1612.6496,1777.1537,1463.3729,156.8904,93475.1456
0.312,0.7622,40.9503,0.1604,1549.0306,1667.8201,1438.7018,114.5591,93535.104
0.3126,0.7618,40.9565,0.1497,1553.4597,1664.339,1449.9673,107.1859,93714.9792
0.3127,0.7618,41.0352,0.2795,1610.794,1832.0402,1416.2666,207.8868,93744.9584
0.3127,0.7618,40.6239,0.2062,1332.8461,1465.6153,1212.1043,126.7555,93744.9584
0.313,0.7616,41.0195,0.2035,1599.1898,1756.3044,1456.1302,150.0871,93834.896
0.313,0.7616,41.0061,0.1768,1589.3517,1724.1649,1465.0795,129.5427,93834.896
0.3139,0.7611,41.0228,0.2144,1601.6219,1767.8556,1451.0193,158.4182,94104.7088
0.3145,0.7607,41.1251,0.1557,1678.8813,1803.6913,1562.7079,120.4917,94284.584
0.3151,0.7604,41.0194,0.2278,1599.1161,1775.9912,1439.8565,168.0673,94464.4592
0.3152,0.7603,40.8837,0.22,1502.2423,1662.3895,1357.523,152.4333,94494.4384
0.3159,0.7599,41.2033,0.2333,1740.4438,1937.8529,1563.1448,187.3541,94704.2928
0.3159,0.7599,40.933,0.2276,1536.7386,1706.5837,1383.797,161.3933,94704.2928
0.3162,0.7597,41.1979,0.2741,1736.121,1969.6915,1530.2479,219.7218,94794.2304
0.3178,0.7588,41.0738,0.1959,1639.6834,1794.503,1498.2207,148.1412,95273.8976
0.318,0.7587,41.0772,0.1672,1642.2528,1773.7099,1520.5384,126.5858,95333.856
0.3182,0.7586,41.0199,0.1535,1599.4844,1716.6344,1490.3292,113.1526,95393.8144
0.3185,0.7584,41.3345,0.3279,1848.8429,2150.2304,1589.6994,280.2655,95483.752
0.319,0.7581,41.141,0.1777,1691.2196,1835.4172,1558.3507,138.5333,95633.648
0.319,0.7581,40.8941,0.2039,1509.4544,1658.0408,1374.1837,141.9285,95633.648
0.321,0.757,41.2315,0.2073,1763.1936,1939.81,1602.6578,168.5761,96233.232
0.321,0.757,40.9546,0.1564,1552.1011,1667.9944,1444.2601,111.8672,96233.232
0.3212,0.7569,41.1921,0.2934,1731.49,1982.0235,1512.6247,234.6994,96293.1904
0.3221,0.7564,40.7271,0.1993,1397.7194,1532.0502,1275.1668,128.4417,96563.0032
0.3222,0.7563,40.8628,0.1582,1487.8529,1600.2845,1383.3205,108.482,96592.9824
0.3222,0.7563,40.8774,0.1388,1497.8903,1596.7415,1405.1588,95.7913,96592.9824
0.3228,0.756,40.9316,0.2119,1535.7481,1693.1709,1392.9618,150.1046,96772.8576
0.3245,0.755,41.0699,0.1265,1636.7411,1734.8966,1544.139,95.3788,97282.504
0.3255,0.7544,41.2273,0.1933,1759.7866,1923.5922,1609.93,156.8311,97582.296
0.3256,0.7544,41.2625,0.2553,1788.5455,2011.6721,1590.1672,210.7525,97612.2752
0.3258,0.7543,41.1639,0.2713,1709.1493,1936.5771,1508.4301,214.0735,97672.2336
0.3258,0.7543,41.0478,0.1417,1620.1678,1729.4308,1517.8079,105.8115,97672.2336
0.3263,0.754,41.0504,0.1572,1622.1089,1743.8945,1508.8282,117.5331,97822.1296
0.328,0.753,41.0002,0.1718,1585.0392,1715.5627,1464.4461,125.5583,98331.776
0.3284,0.7528,41.3079,0.3084,1826.3331,2105.0654,1584.5079,260.2788,98451.6928
0.3285,0.7527,41.351,0.2787,1862.9449,2118.0675,1638.5519,239.7578,98481.672
0.3285,0.7527,40.934,0.2957,1537.4465,1761.6929,1341.7444,209.9742,98481.672
0.3287,0.7526,41.0716,0.1505,1638.023,1755.5653,1528.3506,113.6074,98541.6304
0.3287,0.7526,41.1,0.1442,1659.5869,1773.5131,1552.9791,110.267,98541.6304
0.3287,0.7526,40.9276,0.2222,1532.9218,1698.0833,1383.8245,157.1294,98541.6304
0.3291,0.7524,41.0566,0.1652,1626.7469,1755.2961,1507.6121,123.842,98661.5472
0.3294,0.7522,41.4109,0.3106,1915.0495,2209.501,1659.8384,274.8313,98751.4848
0.3295,0.7522,41.2391,0.1625,1769.3755,1906.8635,1641.8006,132.5315,98781.464
0.3297,0.7521,41.1031,0.1148,1661.9578,1752.1876,1576.3745,87.9065,98841.4224
0.33,0.7519,40.8444,0.2098,1475.2988,1624.9597,1339.4219,142.7689,98931.36
0.3305,0.7516,41.2306,0.1316,1762.463,1872.5844,1658.8175,106.8835,99081.256
0.3306,0.7516,41.1674,0.2144,1711.9063,1889.5796,1550.9393,169.3202,99111.2352
0.3306,0.7515,41.1689,0.2311,1713.0893,1905.4519,1540.1464,182.6528,99111.2352
0.3309,0.7514,41.1586,0.2395,1704.9828,1903.753,1526.9661,188.3934,99201.1728
0.3309,0.7514,40.996,0.212,1581.9764,1744.2535,1434.7968,154.7283,99201.1728
0.331,0.7513,41.0098,0.1371,1592.0621,1695.8335,1494.6407,100.5964,99231.152
0.3315,0.751,41.0301,0.2187,1607.0153,1777.2904,1453.0535,162.1185,99381.048
0.3315,0.751,41.2335,0.2855,1764.8183,2012.7795,1547.4043,232.6876,99381.048
0.3315,0.751,41.1012,0.166,1660.5043,1792.4506,1538.2708,127.0899,99381.048
0.3319,0.7508,41.0149,0.144,1595.8057,1705.2176,1493.4139,105.9018,99500.9648
0.3324,0.7505,40.977,0.1592,1568.1948,1687.511,1457.3149,115.098,99650.8608
0.333,0.7502,41.3299,0.2017,1844.9305,2024.487,1681.2992,171.5939,99830.736
0.3335,0.7499,41.0025,0.1419,1586.7189,1693.8666,1486.349,103.7588,99980.632
0.3335,0.7499,41.0366,0.1761,1611.8328,1748.0128,1486.2621,130.8753,99980.632
0.3345,0.7493,41.1204,0.2357,1675.2514,1867.3426,1502.9205,182.2111,100280.424
0.335,0.7491,41.0251,0.1719,1603.3192,1735.3729,1481.3142,127.0293,100430.32
0.3351,0.749,41.0242,0.1779,1602.6548,1739.5039,1476.5719,131.466,100460.2992
0.3367,0.7481,41.0367,0.1842,1611.9071,1754.6399,1480.785,136.9275,100939.9664
0.3375,0.7477,41.1678,0.2787,1712.2217,1946.6622,1506.0154,220.3234,101179.8
0.3375,0.7477,41.0098,0.2372,1592.0621,1775.857,1427.2893,174.2839,101179.8
0.3376,0.7476,41.1477,0.1761,1696.4458,1839.7559,1564.2991,137.7284,101209.7792
0.3378,0.7475,41.1537,0.2339,1701.1398,1894.5776,1527.4521,183.5628,101269.7376
0.3382,0.7473,41.145,0.2112,1694.3378,1867.4475,1537.2751,165.0862,101389.6544
0.3385,0.7471,41.1131,0.2004,1669.6291,1831.0593,1522.4309,154.3142,101479.592
0.339,0.7468,41.0555,0.3565,1625.9231,1916.0295,1379.7417,268.1439,101629.488
0.3406,0.7459,41.1737,0.1924,1716.8802,1875.9636,1571.2873,152.3381,102109.1552
0.341,0.7457,41.0587,0.1943,1628.3209,1780.7379,1488.9496,145.8941,102229.072
0.3411,0.7457,41.0641,0.2551,1632.3752,1835.8644,1451.441,192.2117,102259.0512
0.3417,0.7453,41.2122,0.321,1747.5918,2026.0101,1507.4343,259.2879,102438.9264
0.3445,0.7438,41.3081,0.1525,1826.5014,1959.3571,1702.654,128.3516,103278.344
0.3445,0.7438,41.2914,0.2992,1812.5083,2080.2743,1579.2082,250.533,103278.344
0.3449,0.7436,41.2333,0.1717,1764.6558,1909.8278,1630.5188,139.6545,103398.2608
0.3455,0.7432,41.2033,0.2302,1740.4438,1935.0937,1565.3736,184.8601,103578.136
0.346,0.7429,41.3318,0.1367,1846.5454,1966.512,1733.8974,116.3073,103728.032
0.347,0.7424,41.4163,0.3703,1919.8177,2276.8226,1618.7911,329.0158,104027.824
0.3472,0.7423,41.1174,0.2443,1672.9386,1872.1231,1494.9463,188.5884,104087.7824
0.3488,0.7414,41.3721,0.2184,1881.1352,2080.19,1701.128,189.531,104567.4496
0.3491,0.7412,41.2499,0.1586,1778.1975,1912.9376,1652.948,129.9948,104657.3872
0.3491,0.7412,41.282,0.206,1804.6791,1984.2994,1641.3183,171.4906,104657.3872
0.3493,0.7411,41.1406,0.158,1690.9081,1818.4895,1572.2775,123.106,104717.3456
0.3494,0.7411,41.2033,0.1686,1740.4438,1880.9654,1610.4202,135.2726,104747.3248
0.3495,0.741,41.005,0.2263,1588.5467,1763.0458,1431.3189,165.8635,104777.304
0.3495,0.741,41.3756,0.1714,1884.1696,2038.9492,1741.1396,148.9048,104777.304
0.3495,0.741,41.1526,0.2058,1700.2783,1869.331,1546.5138,161.4086,104777.304
0.3497,0.7409,41.4873,0.2877,1983.627,2264.6276,1737.4935,263.567,104837.2624
0.3502,0.7407,41.1867,0.147,1727.1895,1848.1746,1614.1244,117.0251,104987.1584
0.3506,0.7404,41.2342,0.1631,1765.3873,1903.1114,1637.6301,132.7406,105107.0752
0.351,0.7402,41.2532,0.1614,1780.9019,1918.2959,1653.3485,132.4737,105226.992
0.3515,0.7399,41.4798,0.2095,1976.7876,2177.0129,1794.9775,191.0177,105376.888
0.3515,0.7399,41.3343,0.139,1848.6726,1970.8456,1734.0731,118.3862,105376.888
0.3537,0.7387,41.3657,0.1919,1875.599,2048.9379,1716.9245,166.0067,106036.4304
0.3552,0.7379,41.4647,0.223,1963.089,2175.4465,1771.461,201.9927,106486.1184
0.3577,0.7365,41.3574,0.292,1868.4436,2137.336,1633.3799,251.9781,107235.5984
0.358,0.7364,41.3539,0.2153,1865.4345,2059.8254,1689.3888,185.2183,107325.536
0.3584,0.7361,41.2423,0.216,1771.9848,1957.3045,1604.2114,176.5466,107445.4528
0.3585,0.7361,41.1484,0.289,1696.9928,1938.5589,1485.5285,226.5152,107475.432
0.3591,0.7358,41.1532,0.3057,1700.7481,1957.8319,1477.4221,240.2049,107655.3072
0.3591,0.7358,41.4429,0.1711,1943.4797,2102.8186,1796.2145,153.302,107655.3072
0.3595,0.7356,41.4213,0.1545,1924.2434,2066.1127,1792.1155,136.9986,107775.224
0.3602,0.7352,41.187,0.1912,1727.4282,1886.3931,1581.8591,152.267,107985.0784
0.3603,0.7351,41.0791,0.2303,1643.6903,1827.5859,1478.2987,174.6436,108015.0576
0.3609,0.7348,41.4328,0.1975,1934.4611,2118.6821,1766.2582,176.2119,108194.9328
0.3615,0.7345,41.1159,0.288,1671.7834,1908.9054,1464.1164,222.3945,108374.808
0.3628,0.7338,41.2452,0.21,1774.3529,1954.5168,1610.7962,171.8603,108764.5376
0.3633,0.7335,41.364,0.2151,1874.1312,2069.2845,1697.3828,185.9508,108914.4336
0.365,0.7326,41.4626,0.2916,1961.1915,2243.0203,1714.7736,264.1233,109424.08
0.3662,0.7319,41.136,0.2262,1687.3299,1872.5999,1520.39,176.105,109783.8304
0.3666,0.7318,41.2327,0.1557,1764.1682,1895.2714,1642.134,126.5687,109903.7472
0.3671,0.7315,41.2088,0.1519,1744.8576,1871.2948,1626.9635,122.1656,110053.6432
0.3679,0.731,41.2627,0.1656,1788.7103,1930.4342,1657.3911,136.5215,110293.4768
0.368,0.731,41.4699,0.1584,1967.7957,2116.679,1829.3845,143.6472,110323.456
0.3684,0.7308,41.5479,0.3364,2039.7644,2381.5823,1747.006,317.2882,110443.3728
0.3686,0.7307,41.463,0.3456,1961.5528,2299.9066,1672.9763,313.4651,110503.3312
0.3696,0.7301,41.4498,0.2444,1949.665,2181.8787,1742.1655,219.8566,110803.1232
0.3699,0.73,41.2185,0.255,1752.6694,1971.1016,1558.4433,206.3291,110893.0608
0.3702,0.7298,41.3794,0.1888,1887.4698,2058.9016,1730.3119,164.2949,110982.9984
0.3705,0.7297,41.3759,0.1632,1884.43,2031.5532,1747.9612,141.796,111072.936
0.3705,0.7296,41.3833,0.16,1890.8627,2035.4714,1756.5277,139.4718,111072.936
0.3706,0.7296,41.6395,0.2566,2127.6491,2394.5626,1890.4875,252.0376,111102.9152
0.3706,0.7296,41.273,0.2824,1797.2149,2046.8282,1578.0422,234.393,111102.9152
0.3706,0.7296,41.0698,0.1359,1636.6658,1742.3315,1537.4082,102.4617,111102.9152
0.371,0.7294,41.4098,0.3905,1914.0796,2291.2053,1599.0277,346.0888,111222.832
0.3714,0.7292,41.334,0.1681,1848.4172,1997.1965,1710.7211,143.2377,111342.7488
0.3715,0.7291,41.3842,0.1166,1891.6466,1996.0334,1792.7189,101.6572,111372.728
0.3715,0.7291,41.4289,0.1654,1930.9899,2083.8363,1789.3545,147.2409,111372.728
0.3735,0.7281,41.3114,0.133,1829.2792,1944.8576,1720.5694,112.1441,111972.312
0.3744,0.7276,41.4722,0.2348,1969.881,2194.8114,1768.0022,213.4046,112242.1248
0.3768,0.7263,41.4155,0.1547,1919.1106,2060.8292,1787.1376,136.8458,112961.6256
0.3781,0.7257,41.3598,0.2232,1870.5099,2072.9871,1687.8094,192.5889,113351.3552
0.3785,0.7254,41.4271,0.1824,1929.3899,2098.4576,1773.9436,162.257,113471.272
0.3799,0.7247,41.2959,0.2199,1816.2683,2009.8507,1641.3311,184.2598,113890.9808
0.38,0.7247,41.4154,0.1638,1919.0222,2069.3741,1779.5943,144.8899,113920.96
0.3806,0.7243,41.4614,0.188,1960.108,2137.4147,1797.5095,169.9526,114100.8352
0.3809,0.7242,41.4511,0.2014,1950.8326,2140.4584,1778.0059,181.2263,114190.7728
0.3813,0.724,41.4549,0.2041,1954.2495,2146.8712,1778.9101,183.9806,114310.6896
0.3815,0.7238,41.6775,0.219,2165.2099,2394.9508,1957.5073,218.7217,114370.648
0.3819,0.7237,41.5615,0.1989,2052.5796,2249.4669,1872.9251,188.2709,114490.5648
0.3825,0.7233,41.3726,0.2652,1881.5684,2125.9586,1665.2721,230.3433,114670.44
0.3829,0.7231,41.3678,0.2066,1877.4138,2064.7953,1707.0373,178.879,114790.3568
0.384,0.7225,41.5182,0.2018,2012.0557,2208.0454,1833.4624,187.2915,115120.128
0.386,0.7215,41.5217,0.1521,2015.3014,2161.5376,1878.9586,141.2895,115719.712
0.3867,0.7211,41.3791,0.2708,1887.209,2137.8705,1665.9371,235.9667,115929.5664
0.3874,0.7208,41.5567,0.2735,2048.0474,2322.9229,1805.6983,258.6123,116139.4208
0.3878,0.7206,41.6302,0.2839,2118.5563,2414.451,1858.9239,277.7636,116259.3376
0.389,0.72,41.383,0.1996,1890.6015,2072.6005,1724.5842,174.0082,116619.088
0.3895,0.7197,41.544,0.1922,2036.1042,2224.5143,1863.6519,180.4312,116768.984
0.3926,0.7181,41.4742,0.2373,1971.6962,2199.3665,1767.5935,215.8865,117698.3392
0.3951,0.7168,41.4677,0.2036,1965.803,2159.0843,1789.8243,184.63,118447.8192
0.3971,0.7158,41.259,0.1685,1785.6651,1929.7764,1652.3156,138.7304,119047.4032
0.3994,0.7146,41.7119,0.2878,2199.7838,2511.5626,1926.7084,292.4271,119736.9248
0.4005,0.714,41.4918,0.1583,1987.7419,2138.0989,1847.9584,145.0703,120066.696
0.4022,0.7132,41.4795,0.1995,1976.5145,2166.73,1802.9978,181.8661,120576.3424
0.4029,0.7128,41.5478,0.2904,2039.6704,2331.5267,1784.3482,273.5893,120786.1968
0.4037,0.7124,41.616,0.2138,2104.7475,2322.5528,1907.3676,207.5926,121026.0304
0.4046,0.7119,41.6747,0.166,2162.4198,2334.2609,2003.229,165.516,121295.8432
0.4048,0.7118,41.3373,0.202,1851.2284,2031.7328,1686.7604,172.4862,121355.8016
0.4055,0.7115,41.7807,0.1355,2270.5967,2416.8161,2133.2237,141.7962,121565.656
0.4065,0.711,41.6914,0.1688,2179.1142,2355.2825,2016.1229,169.5798,121865.448
0.409,0.7097,41.7002,0.24,2187.9631,2443.6826,1959.0034,242.3396,122614.928
0.4092,0.7096,41.7405,0.3637,2228.9483,2635.3045,1885.2511,375.0267,122674.8864
0.4094,0.7095,41.7061,0.275,2193.916,2490.0691,1932.9855,278.5418,122734.8448
0.4095,0.7095,41.6784,0.1722,2166.1075,2344.8691,2000.9738,171.9476,122764.824
0.41,0.7092,41.6836,0.28,2171.3008,2470.0947,1908.6505,280.7221,122914.72
0.4112,0.7086,41.662,0.3181,2149.8096,2488.9593,1856.873,316.0432,123274.4704
0.4114,0.7085,41.8335,0.2427,2326.4836,2601.5693,2080.4851,260.5421,123334.4288
0.4116,0.7084,41.8131,0.1491,2304.7297,2468.5459,2151.7846,158.3806,123394.3872
0.4127,0.7079,41.7893,0.3301,2279.6071,2653.9064,1958.0979,347.9042,123724.1584
0.4166,0.7059,41.7295,0.1492,2217.6857,2375.4265,2070.4197,152.5034,124893.3472
0.4186,0.7049,41.6174,0.2021,2106.1049,2311.5314,1918.9347,196.2983,125492.9312
0.4194,0.7045,41.6863,0.1926,2174.0023,2375.6355,1989.4829,193.0763,125732.7648
0.4194,0.7045,41.4604,0.2226,1959.2055,2170.741,1768.2839,201.2285,125732.7648
0.4196,0.7044,41.8662,0.2246,2361.783,2619.1731,2129.6871,244.743,125792.7232
0.4197,0.7044,41.7981,0.2358,2288.8641,2551.358,2053.3766,248.9907,125822.7024
0.42,0.7043,41.4394,0.2944,1940.3497,2222.0969,1694.3261,263.8854,125912.64
0.4204,0.704,41.8343,0.3442,2327.3409,2727.0783,1986.1974,370.4404,126032.5568
0.4209,0.7038,41.6178,0.1764,2106.4929,2284.7885,1942.1108,171.3388,126182.4528
0.4209,0.7038,41.728,0.2501,2216.1543,2486.7,1975.0432,255.8284,126182.4528
0.422,0.7033,41.5336,0.2708,2026.3758,2295.5365,1788.7753,253.3806,126512.224
0.4225,0.703,41.6483,0.2317,2136.289,2376.8479,1920.0768,228.3856,126662.12
0.4225,0.703,41.6796,0.2754,2167.3048,2460.4231,1909.1067,275.6582,126662.12
0.4235,0.7025,41.5955,0.1865,2084.9709,2271.9198,1913.4054,179.2572,126961.912
0.4236,0.7024,41.8403,0.4008,2333.7805,2806.8771,1940.4238,433.2266,126991.8912
0.424,0.7023,41.7264,0.1342,2214.522,2355.6676,2081.8335,136.917,127111.808
0.4246,0.702,41.7483,0.1958,2236.9692,2448.0833,2044.0608,202.0113,127291.6832
0.4257,0.7014,41.7039,0.1955,2191.6944,2398.1348,2003.0251,197.5549,127621.4544
0.426,0.7013,41.7517,0.1754,2240.4745,2429.0128,2066.5704,181.2212,127711.392
0.427,0.7008,41.813,0.2295,2304.6236,2561.5793,2073.4435,244.0679,128011.184
0.427,0.7008,41.8348,0.1983,2327.8768,2550.4969,2124.6882,212.9044,128011.184
0.4279,0.7003,42.2757,0.2386,2851.9375,3183.1859,2555.1594,314.0132,128280.9968
0.4286,0.7,41.8825,0.4035,2379.5783,2865.554,1976.0203,444.7669,128490.8512
0.429,0.6998,41.6443,0.1934,2132.3574,2330.9857,1950.6547,190.1655,128610.768
0.429,0.6998,41.8266,0.2508,2319.1028,2602.9834,2066.1821,268.4006,128610.768
0.4298,0.6994,41.9219,0.1981,2423.1483,2654.5689,2211.9026,221.3331,128850.6016
0.4302,0.6992,41.8354,0.1658,2328.5201,2513.2553,2157.3639,177.9457,128970.5184
0.4349,0.6969,41.7828,0.1837,2272.7936,2473.4025,2088.4554,192.4736,130379.5408
0.4355,0.6966,41.5839,0.1337,2073.8627,2205.5149,1950.0691,127.7229,130559.416
0.4368,0.696,42.0051,0.1818,2517.7929,2737.6631,2315.5811,211.041,130949.1456
0.4376,0.6956,41.6253,0.1661,2113.781,2281.8548,1958.0871,161.8838,131188.9792
0.4378,0.6955,41.882,0.3569,2379.0304,2803.9832,2018.4807,392.7512,131248.9376
0.4389,0.695,41.4679,0.2112,1965.9841,2166.7999,1783.7796,191.5101,131578.7088
0.4389,0.695,41.6682,0.28,2155.9565,2452.6309,1895.1684,278.7313,131578.7088
0.4394,0.6948,41.8262,0.2028,2318.6756,2545.6389,2111.9479,216.8455,131728.6048
0.4401,0.6944,42.1401,0.4419,2679.2917,3283.9989,2185.9338,549.0326,131938.4592
0.4407,0.6941,41.6364,0.1602,2124.6138,2287.2593,1973.5339,156.8627,132118.3344
0.4415,0.6937,41.6823,0.1836,2170.0013,2361.4263,1994.0939,183.6662,132358.168
0.4425,0.6933,41.8523,0.1729,2346.7131,2541.1962,2167.1142,187.041,132657.96
0.4426,0.6932,41.9039,0.1397,2403.1451,2562.83,2253.4099,154.71,132687.9392
0.4436,0.6927,41.793,0.1822,2283.4947,2483.3836,2099.6949,191.8443,132987.7312
0.4439,0.6926,41.8069,0.2903,2298.1586,2626.9354,2010.5302,308.2026,133077.6688
0.4476,0.6908,41.8552,0.224,2349.8492,2605.1384,2119.577,242.7807,134186.8992
0.4489,0.6902,41.8853,0.2218,2382.6486,2638.8992,2151.2813,243.809,134576.6288
0.4489,0.6902,41.9875,0.2156,2497.4684,2758.2244,2261.3636,248.4304,134576.6288
0.4507,0.6893,41.6446,0.1577,2132.652,2293.2806,1983.2744,155.0031,135116.2544
0.4511,0.6892,41.9281,0.2134,2430.0768,2681.0579,2202.5907,239.2336,135236.1712
0.4516,0.6889,41.5892,0.2253,2078.9306,2306.265,1874.0052,216.1299,135386.0672
0.4516,0.6889,41.9923,0.1547,2502.9951,2687.8374,2330.8644,178.4865,135386.0672
0.4516,0.6889,41.7162,0.3054,2204.1442,2536.9797,1914.9745,311.0026,135386.0672
0.4522,0.6886,41.9959,0.3201,2507.1482,2905.3282,2163.5394,370.8944,135565.9424
0.4533,0.6881,41.7953,0.2078,2285.9146,2515.4588,2077.3171,219.0708,135895.7136
0.4535,0.688,41.8863,0.1441,2383.7461,2547.3112,2230.6837,158.3137,135955.672
0.4546,0.6875,41.7873,0.2092,2277.5085,2507.8826,2068.2965,219.793,136285.4432
0.4548,0.6874,41.8839,0.2841,2381.113,2713.9997,2089.0566,312.4716,136345.4016
0.4589,0.6855,41.9679,0.2522,2475.0273,2779.8221,2203.6519,288.0851,137574.5488
0.4606,0.6846,42.0021,0.1909,2514.3168,2745.4188,2302.6684,221.3752,138084.1952
0.461,0.6844,42.0162,0.2303,2530.6961,2813.7804,2276.0919,268.8442,138204.112
0.4616,0.6842,41.9839,0.1384,2493.3314,2657.469,2339.3317,159.0686,138383.9872
0.4664,0.6819,42.3424,0.3965,2940.8983,3530.03,2450.0875,539.9713,139822.9888
0.4665,0.6819,42.048,0.1359,2568.0295,2733.9112,2412.2127,160.8492,139852.968
0.4684,0.681,41.9733,0.2061,2481.1899,2728.2816,2256.4764,235.9026,140422.5728
0.4689,0.6808,41.7631,0.234,2252.2677,2508.5745,2022.1483,243.2131,140572.4688
0.4704,0.6801,42.2151,0.4045,2773.4478,3341.3595,2302.0609,519.6493,141022.1568
0.4707,0.68,42.0135,0.1806,2527.5514,2746.8023,2325.8013,210.5005,141112.0944
0.4716,0.6795,41.9798,0.2109,2488.6281,2742.4745,2258.278,242.0983,141381.9072
0.472,0.6793,42.0374,0.2569,2555.5242,2876.4842,2270.3771,303.0536,141501.824
0.4757,0.6777,41.938,0.1771,2441.1811,2648.6367,2249.9745,199.3311,142611.0544
0.4779,0.6767,42.2269,0.2283,2788.56,3097.6732,2510.2929,293.6901,143270.5968
0.4794,0.6759,41.8695,0.2039,2365.375,2598.2241,2153.3935,222.4153,143720.2848
0.4795,0.6759,42.0107,0.199,2524.2944,2766.5428,2303.2581,231.6424,143750.264
0.4799,0.6757,41.8956,0.2378,2393.9771,2671.0327,2145.6595,262.6866,143870.1808
0.4806,0.6754,42.0041,0.1604,2516.6337,2709.5202,2337.4784,186.0209,144080.0352
0.4807,0.6754,41.9748,0.1392,2482.9044,2647.3063,2328.7121,159.2971,144110.0144
0.4816,0.6749,42.3055,0.2109,2891.3456,3186.232,2623.7509,281.2406,144379.8272
0.4889,0.6716,42.0842,0.1997,2611.1992,2862.7696,2381.7359,240.5169,146568.3088
0.4924,0.67,42.2783,0.3354,2855.3543,3332.2732,2446.6926,442.7903,147617.5808
0.495,0.6689,42.0821,0.165,2608.6751,2814.6358,2417.7857,198.425,148397.04
0.4957,0.6686,42.1453,0.1209,2685.7155,2839.5126,2540.2485,149.6321,148606.8944
0.4958,0.6685,42.0817,0.1539,2608.1947,2799.8128,2429.6907,185.061,148636.8736
0.4974,0.6678,42.1268,0.2259,2662.9315,2954.8212,2399.876,277.4726,149116.5408
0.5007,0.6664,42.257,0.2538,2827.483,3178.0681,2515.5723,331.2479,150105.8544
0.501,0.6662,42.1165,0.2831,2650.3303,3019.4414,2326.3411,346.5501,150195.792
